,centries,titles,authors,scores,votes,website,average rating,times rated
9451,20th,Rebecca,Daphne du Maurier,134832,1507,https://www.goodreads.com/book/show/17899948-rebecca,4.24,542248.0
9452,20th,The Stand,Stephen King,134726,1467,https://www.goodreads.com/book/show/149267.The_Stand,4.34,690487.0
9453,20th,A Prayer for Owen Meany,John Irving,134150,1430,https://www.goodreads.com/book/show/4473.A_Prayer_for_Owen_Meany,4.24,302291.0
9454,20th,The Name of the Rose,Umberto Eco,133750,1479,https://www.goodreads.com/book/show/119073.The_Name_of_the_Rose,4.13,332507.0
9455,20th,Where the Wild Things Are,Maurice Sendak,132861,1524,https://www.goodreads.com/book/show/19543.Where_the_Wild_Things_Are,4.23,918575.0
9456,20th,The Lorax,Dr. Seuss,129813,1429,https://www.goodreads.com/book/show/7784.The_Lorax,4.33,317532.0
9457,20th,Dune,Frank Herbert,129235,1443,https://www.goodreads.com/book/show/44767458-dune,4.25,1076652.0
9458,20th,"Charlie and the Chocolate Factory (Charlie Bucket, #1)",Roald Dahl,128773,1451,https://www.goodreads.com/book/show/6310.Charlie_and_the_Chocolate_Factory,4.15,761967.0
9459,20th,"The Pillars of the Earth (Kingsbridge, #1)",Ken Follett,124889,1363,https://www.goodreads.com/book/show/5043.The_Pillars_of_the_Earth,4.33,705024.0
9460,20th,The Master and Margarita,Mikhail Bulgakov,121618,1317,https://www.goodreads.com/book/show/117833.The_Master_and_Margarita,4.3,289591.0
9461,20th,The Outsiders,S.E. Hinton,120943,1358,https://www.goodreads.com/book/show/231804.The_Outsiders,4.11,1122844.0
9462,20th,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,118547,1354,https://www.goodreads.com/book/show/386162.The_Hitchhiker_s_Guide_to_the_Galaxy,4.22,1640534.0
9463,20th,On the Road,Jack Kerouac,118530,1321,https://www.goodreads.com/book/show/70401.On_the_Road,3.62,378212.0
9464,20th,The Sun Also Rises,Ernest Hemingway,116727,1300,https://www.goodreads.com/book/show/3876.The_Sun_Also_Rises,3.81,397580.0
9465,20th,Ulysses,James Joyce,115986,1262,https://www.goodreads.com/book/show/338798.Ulysses,3.74,118436.0
9466,20th,Beloved,Toni Morrison,110539,1222,https://www.goodreads.com/book/show/6149.Beloved,3.91,376821.0
9467,20th,All Quiet on the Western Front,Erich Maria Remarque,110234,1269,https://www.goodreads.com/book/show/355697.All_Quiet_on_the_Western_Front,4.02,393375.0
9468,20th,"The Good Earth (House of Earth, #1)",Pearl S. Buck,108125,1211,https://www.goodreads.com/book/show/1078.The_Good_Earth,3.99,236512.0
9469,20th,A Confederacy of Dunces,John Kennedy Toole,101830,1097,https://www.goodreads.com/book/show/310612.A_Confederacy_of_Dunces,3.88,253200.0
9470,20th,"Angela's Ashes (Frank McCourt, #1)",Frank McCourt,98118,1133,https://www.goodreads.com/book/show/252577.Angela_s_Ashes,4.13,588090.0
9471,20th,The Joy Luck Club,Amy Tan,97928,1115,https://www.goodreads.com/book/show/7763.The_Joy_Luck_Club,3.95,637264.0
9472,20th,The Fountainhead,Ayn Rand,96385,1053,https://www.goodreads.com/book/show/2122.The_Fountainhead,3.88,310039.0
9473,20th,For Whom the Bell Tolls,Ernest Hemingway,95860,1112,https://www.goodreads.com/book/show/46170.For_Whom_the_Bell_Tolls,3.97,269633.0
9474,20th,The Sound and the Fury,William Faulkner,95848,1069,https://www.goodreads.com/book/show/10975.The_Sound_and_the_Fury,3.86,169051.0
9475,20th,The World According to Garp,John Irving,91290,1044,https://www.goodreads.com/book/show/7069.The_World_According_to_Garp,4.09,216081.0
9476,20th,"Little House on the Prairie (Little House, #3)",Laura Ingalls Wilder,90497,1035,https://www.goodreads.com/book/show/77767.Little_House_on_the_Prairie,4.2,275538.0
9478,20th,Their Eyes Were Watching God,Zora Neale Hurston,87796,985,https://www.goodreads.com/book/show/37415.Their_Eyes_Were_Watching_God,3.96,303026.0
9479,20th,A Farewell to Arms,Ernest Hemingway,87331,1022,https://www.goodreads.com/book/show/10799.A_Farewell_to_Arms,3.81,289769.0
9480,20th,Invisible Man,Ralph Ellison,86314,973,https://www.goodreads.com/book/show/16981.Invisible_Man,3.9,171748.0
9481,20th,Where the Red Fern Grows,Wilson Rawls,82522,938,https://www.goodreads.com/book/show/10365.Where_the_Red_Fern_Grows,4.09,374307.0
9482,20th,Flowers for Algernon,Daniel Keyes,81124,936,https://www.goodreads.com/book/show/36576608-flowers-for-algernon,4.17,561972.0
9483,20th,Mere Christianity,C.S. Lewis,78270,870,https://www.goodreads.com/book/show/40792344-mere-christianity,4.34,351574.0
9484,20th,Waiting for Godot,Samuel Beckett,77123,885,https://www.goodreads.com/book/show/17716.Waiting_for_Godot,3.83,180477.0
9485,20th,Lonesome Dove (Lonesome Dove #1),Larry McMurtry,73434,824,https://www.goodreads.com/book/show/256008.Lonesome_Dove,4.5,165832.0
9486,20th,The Things They Carried,Tim O'Brien,72842,817,https://www.goodreads.com/book/show/133518.The_Things_They_Carried,4.13,280864.0
9487,20th,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,72019,811,https://www.goodreads.com/book/show/13496.A_Game_of_Thrones,4.44,2234380.0
9488,20th,The Red Tent,Anita Diamant,71007,797,https://www.goodreads.com/book/show/4989.The_Red_Tent,4.19,558998.0
9489,20th,Sophie's Choice,William Styron,70256,827,https://www.goodreads.com/book/show/228560.Sophie_s_Choice,4.18,86520.0
9490,20th,To the Lighthouse,Virginia Woolf,69393,804,https://www.goodreads.com/book/show/59716.To_the_Lighthouse,3.79,155011.0
9491,20th,Fear and Loathing in Las Vegas,Hunter S. Thompson,68884,783,https://www.goodreads.com/book/show/7745.Fear_and_Loathing_in_Las_Vegas,4.07,322766.0
9492,20th,Franny and Zooey,J.D. Salinger,68595,785,https://www.goodreads.com/book/show/5113.Franny_and_Zooey,3.97,201732.0
9493,20th,A Portrait of the Artist as a Young Man,James Joyce,67263,787,https://www.goodreads.com/book/show/7588.A_Portrait_of_the_Artist_as_a_Young_Man,3.63,138749.0
9494,20th,Blindness,José Saramago,67232,742,https://www.goodreads.com/book/show/40495148-blindness,4.16,242822.0
9495,20th,Cat's Cradle,Kurt Vonnegut Jr.,66531,763,https://www.goodreads.com/book/show/135479.Cat_s_Cradle,4.16,367115.0
9496,20th,"Winnie-the-Pooh (Winnie-the-Pooh, #1)",A.A. Milne,55857,680,https://www.goodreads.com/book/show/99107.Winnie_the_Pooh,4.34,302143.0
9497,20th,And Then There Were None,Agatha Christie,53701,628,https://www.goodreads.com/book/show/16299.And_Then_There_Were_None,4.27,1064534.0
9498,20th,The Princess Bride,William Goldman,52687,615,https://www.goodreads.com/book/show/21787.The_Princess_Bride,4.26,842825.0
9499,20th,The Call of the Wild,Jack London,51510,628,https://www.goodreads.com/book/show/1852.The_Call_of_the_Wild,3.89,384321.0
9500,20th,She's Come Undone,Wally Lamb,50765,576,https://www.goodreads.com/book/show/5203.She_s_Come_Undone,3.9,330950.0
9501,20th,The Trial,Franz Kafka,50707,591,https://www.goodreads.com/book/show/17690.The_Trial,3.96,270725.0
9502,20th,Where the Sidewalk Ends,Shel Silverstein,48345,585,https://www.goodreads.com/book/show/30119.Where_the_Sidewalk_Ends,4.32,1284208.0
9503,20th,Perfume: The Story of a Murderer,Patrick Süskind,47962,548,https://www.goodreads.com/book/show/343.Perfume,4.03,393212.0
9504,20th,Fight Club,Chuck Palahniuk,44485,513,https://www.goodreads.com/book/show/36236124-fight-club,4.19,539497.0
9505,20th,The Hiding Place: The Triumphant True Story of Corrie Ten Boom,Corrie ten Boom,42258,480,https://www.goodreads.com/book/show/561909.The_Hiding_Place,4.43,291997.0
9506,20th,Mrs. Dalloway,Virginia Woolf,42077,496,https://www.goodreads.com/book/show/14942.Mrs_Dalloway,3.79,258520.0
9507,20th,Watchmen,Alan Moore,41535,476,https://www.goodreads.com/book/show/472331.Watchmen,4.37,521137.0
9508,20th,Catch-22,Joseph Heller,41017,471,https://www.goodreads.com/book/show/168668.Catch_22,3.98,779062.0
9509,20th,The Crucible,Arthur Miller,40685,495,https://www.goodreads.com/book/show/17250.The_Crucible,3.6,364380.0
9510,20th,The Perks of Being a Wallflower,Stephen Chbosky,39768,447,https://www.goodreads.com/book/show/22628.The_Perks_of_Being_a_Wallflower,4.22,1511037.0
9511,20th,"Blood Meridian, or the Evening Redness in the West",Cormac McCarthy,39651,430,https://www.goodreads.com/book/show/394535.Blood_Meridian_or_the_Evening_Redness_in_the_West,4.16,125227.0
9512,20th,Calvin and Hobbes (Calvin and Hobbes #1),Bill Watterson,39513,467,https://www.goodreads.com/book/show/77727.Calvin_and_Hobbes,4.6,144736.0
9513,20th,The Velveteen Rabbit,Margery Williams Bianco,39042,486,https://www.goodreads.com/book/show/144974.The_Velveteen_Rabbit,4.28,244073.0
9514,20th,"Interview with the Vampire (The Vampire Chronicles, #1)",Anne Rice,38522,466,https://www.goodreads.com/book/show/43763.Interview_with_the_Vampire,4.01,531683.0
9515,20th,Steppenwolf,Hermann Hesse,38085,441,https://www.goodreads.com/book/show/16631.Steppenwolf,4.13,158246.0
9516,20th,"Things Fall Apart (The African Trilogy, #1)",Chinua Achebe,37022,438,https://www.goodreads.com/book/show/37781.Things_Fall_Apart,3.71,327848.0
9517,20th,How the Grinch Stole Christmas!,Dr. Seuss,36689,473,https://www.goodreads.com/book/show/113946.How_the_Grinch_Stole_Christmas_,4.36,375284.0
9518,20th,The Prophet,Kahlil Gibran,35737,431,https://www.goodreads.com/book/show/2547.The_Prophet,4.23,267143.0
9519,20th,As I Lay Dying,William Faulkner,35444,414,https://www.goodreads.com/book/show/77013.As_I_Lay_Dying,3.72,150066.0
9520,20th,The Shining,Stephen King,35312,438,https://www.goodreads.com/book/show/11588.The_Shining,4.25,1294417.0
9521,20th,The Waste Land,T.S. Eliot,34263,409,https://www.goodreads.com/book/show/34080.The_Waste_Land,4.1,48602.0
9522,20th,The Plague,Albert Camus,34124,422,https://www.goodreads.com/book/show/11989.The_Plague,4.02,214175.0
9523,20th,Goodnight Moon,Margaret Wise Brown,33819,423,https://www.goodreads.com/book/show/32929.Goodnight_Moon,4.29,342749.0
9524,20th,The Thorn Birds,Colleen McCullough,33310,412,https://www.goodreads.com/book/show/3412.The_Thorn_Birds,4.23,334004.0
9525,20th,Peter Pan,J.M. Barrie,33207,424,https://www.goodreads.com/book/show/34268.Peter_Pan,4.04,314861.0
9526,20th,Roots: The Saga of an American Family,Alex Haley,33148,400,https://www.goodreads.com/book/show/546018.Roots,4.43,155109.0
9527,20th,One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn,32513,399,https://www.goodreads.com/book/show/17125.One_Day_in_the_Life_of_Ivan_Denisovich,3.97,102203.0
9528,20th,"Outlander (Outlander, #1)",Diana Gabaldon,32200,372,https://www.goodreads.com/book/show/10964.Outlander,4.24,938953.0
9529,20th,Matilda,Roald Dahl,31087,385,https://www.goodreads.com/book/show/39988.Matilda,4.33,796959.0
9530,20th,"Shōgun (Asian Saga, #1)",James Clavell,30938,372,https://www.goodreads.com/book/show/402093.Sh_gun,4.4,161660.0
9531,20th,"I Know Why the Caged Bird Sings (Maya Angelou's Autobiography, #1)",Maya Angelou,30205,381,https://www.goodreads.com/book/show/13214.I_Know_Why_the_Caged_Bird_Sings,4.27,473845.0
9532,20th,Stranger in a Strange Land,Robert A. Heinlein,29917,366,https://www.goodreads.com/book/show/350.Stranger_in_a_Strange_Land,3.92,294184.0
9533,20th,A Fine Balance,Rohinton Mistry,29843,329,https://www.goodreads.com/book/show/5211.A_Fine_Balance,4.36,139823.0
9534,20th,Midnight's Children,Salman Rushdie,29611,344,https://www.goodreads.com/book/show/14836.Midnight_s_Children,3.98,112786.0
9535,20th,Infinite Jest,David Foster Wallace,29445,314,https://www.goodreads.com/book/show/6759.Infinite_Jest,4.26,82995.0
9536,20th,The Wind-Up Bird Chronicle,Haruki Murakami,29396,334,https://www.goodreads.com/book/show/11275.The_Wind_Up_Bird_Chronicle,4.16,248139.0
9537,20th,The Screwtape Letters,C.S. Lewis,29242,358,https://www.goodreads.com/book/show/8130077-the-screwtape-letters,4.24,384327.0
9538,20th,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,28995,338,https://www.goodreads.com/book/show/12067.Good_Omens,4.25,636109.0
9539,20th,A Streetcar Named Desire,Tennessee Williams,28296,376,https://www.goodreads.com/book/show/12220.A_Streetcar_Named_Desire,3.98,284125.0
9540,20th,His Dark Materials (His Dark Materials #1-3),Philip Pullman,28229,329,https://www.goodreads.com/book/show/18116.His_Dark_Materials,4.27,153789.0
9541,20th,Dubliners,James Joyce,28036,345,https://www.goodreads.com/book/show/11012.Dubliners,3.85,136970.0
9542,20th,The House of the Spirits,Isabel Allende,27949,354,https://www.goodreads.com/book/show/9328.The_House_of_the_Spirits,4.26,224065.0
9543,20th,Tender Is the Night,F. Scott Fitzgerald,27928,334,https://www.goodreads.com/book/show/46164.Tender_Is_the_Night,3.8,124283.0
9544,20th,Do Androids Dream of Electric Sheep?,Philip K. Dick,27820,347,https://www.goodreads.com/book/show/36402034-do-androids-dream-of-electric-sheep,4.09,396996.0
9545,20th,Man's Search for Meaning,Viktor E. Frankl,27807,332,https://www.goodreads.com/book/show/4069.Man_s_Search_for_Meaning,4.36,545786.0
9546,20th,The Cider House Rules,John Irving,27499,346,https://www.goodreads.com/book/show/4687.The_Cider_House_Rules,4.15,172324.0
9547,20th,Doctor Zhivago,Boris Pasternak,26877,349,https://www.goodreads.com/book/show/130440.Doctor_Zhivago,4.01,90537.0
9548,20th,"The Mists of Avalon (Avalon, #1)",Marion Zimmer Bradley,26617,326,https://www.goodreads.com/book/show/40605251-the-mists-of-avalon,4.12,200022.0
9549,20th,The God of Small Things,Arundhati Roy,26424,313,https://www.goodreads.com/book/show/9777.The_God_of_Small_Things,3.95,270901.0
9550,20th,The Martian Chronicles,Ray Bradbury,26378,343,https://www.goodreads.com/book/show/76778.The_Martian_Chronicles,4.15,235944.0
9551,20th,Murder on the Orient Express,Agatha Christie,26250,349,https://www.goodreads.com/book/show/853510.Murder_on_the_Orient_Express,4.19,493027.0
9552,20th,Breakfast of Champions,Kurt Vonnegut Jr.,26225,325,https://www.goodreads.com/book/show/4980.Breakfast_of_Champions,4.07,240252.0
9553,20th,Tuesdays with Morrie,Mitch Albom,25727,315,https://www.goodreads.com/book/show/6900.Tuesdays_with_Morrie,4.14,889625.0
9554,20th,The House of Mirth,Edith Wharton,25578,299,https://www.goodreads.com/book/show/17728.The_House_of_Mirth,3.96,90763.0
9555,20th,Jonathan Livingston Seagull,Richard Bach,25573,327,https://www.goodreads.com/book/show/71728.Jonathan_Livingston_Seagull,3.85,228303.0
9556,20th,The Silmarillion,J.R.R. Tolkien,25531,311,https://www.goodreads.com/book/show/7332.The_Silmarillion,3.96,246529.0
9557,20th,"Angels & Demons (Robert Langdon, #1)",Dan Brown,25503,319,https://www.goodreads.com/book/show/960.Angels_Demons,3.92,2952243.0
9558,20th,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,25086,302,https://www.goodreads.com/book/show/1842.Guns_Germs_and_Steel,4.04,359839.0
9559,20th,"The Once and Future King (The Once and Future King, #1-4)",T.H. White,25024,316,https://www.goodreads.com/book/show/43545.The_Once_and_Future_King,4.06,105076.0
9560,20th,It,Stephen King,24954,308,https://www.goodreads.com/book/show/830502.It,4.24,946455.0
9561,20th,The Autobiography of Malcolm X,Malcolm X,24736,306,https://www.goodreads.com/book/show/92057.The_Autobiography_of_Malcolm_X,4.34,242373.0
9562,20th,Death of a Salesman,Arthur Miller,24710,333,https://www.goodreads.com/book/show/12898.Death_of_a_Salesman,3.55,208654.0
9563,20th,The Wind in the Willows,Kenneth Grahame,24041,322,https://www.goodreads.com/book/show/5659.The_Wind_in_the_Willows,3.99,196926.0
9564,20th,"The Clan of the Cave Bear (Earth's Children, #1)",Jean M. Auel,23644,299,https://www.goodreads.com/book/show/1295.The_Clan_of_the_Cave_Bear,4.07,248942.0
9565,20th,"My Ántonia (Great Plains Trilogy, #3)",Willa Cather,23256,292,https://www.goodreads.com/book/show/17150.My_ntonia,3.81,128051.0
9566,20th,The Jungle,Upton Sinclair,23059,307,https://www.goodreads.com/book/show/41681.The_Jungle,3.76,136207.0
9567,20th,Midnight in the Garden of Good and Evil,John Berendt,22970,307,https://www.goodreads.com/book/show/386187.Midnight_in_the_Garden_of_Good_and_Evil,3.92,247349.0
9568,20th,Interpreter of Maladies,Jhumpa Lahiri,22898,262,https://www.goodreads.com/book/show/5439.Interpreter_of_Maladies,4.17,175976.0
9569,20th,The Heart Is a Lonely Hunter,Carson McCullers,22789,290,https://www.goodreads.com/book/show/37380.The_Heart_Is_a_Lonely_Hunter,3.99,100679.0
9570,20th,The English Patient,Michael Ondaatje,22649,294,https://www.goodreads.com/book/show/11713.The_English_Patient,3.87,123242.0
9571,20th,Like Water for Chocolate,Laura Esquivel,22528,297,https://www.goodreads.com/book/show/6952.Like_Water_for_Chocolate,3.95,343953.0
9572,20th,Swann's Way,Marcel Proust,22508,268,https://www.goodreads.com/book/show/12749.Swann_s_Way,4.13,53461.0
9573,20th,The Age of Innocence,Edith Wharton,22508,291,https://www.goodreads.com/book/show/53835.The_Age_of_Innocence,3.96,154911.0
9574,20th,A Separate Peace,John Knowles,21940,279,https://www.goodreads.com/book/show/5148.A_Separate_Peace,3.59,204132.0
9575,20th,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,21845,272,https://www.goodreads.com/book/show/6.Harry_Potter_and_the_Goblet_of_Fire,4.57,3069464.0
9576,20th,The Amazing Adventures of Kavalier & Clay,Michael Chabon,21655,251,https://www.goodreads.com/book/show/3985.The_Amazing_Adventures_of_Kavalier_Clay,4.18,193603.0
9577,20th,If on a Winter's Night a Traveler,Italo Calvino,21651,253,https://www.goodreads.com/book/show/374233.If_on_a_Winter_s_Night_a_Traveler,4.05,84642.0
9578,20th,"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",Robert M. Pirsig,21347,271,https://www.goodreads.com/book/show/629.Zen_and_the_Art_of_Motorcycle_Maintenance,3.77,216783.0
9579,20th,A Room of One's Own,Virginia Woolf,21339,273,https://www.goodreads.com/book/show/18521.A_Room_of_One_s_Own,4.19,157064.0
9580,20th,Disgrace,J.M. Coetzee,21131,250,https://www.goodreads.com/book/show/6192.Disgrace,3.84,96368.0
9581,20th,"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)",Art Spiegelman,20986,254,https://www.goodreads.com/book/show/15196.Maus_I,4.36,288038.0
9582,20th,Ficciones,Jorge Luis Borges,20852,239,https://www.goodreads.com/book/show/426504.Ficciones,4.43,57308.0
9584,20th,A Room with a View,E.M. Forster,20542,280,https://www.goodreads.com/book/show/3087.A_Room_with_a_View,3.91,166132.0
9585,20th,James and the Giant Peach,Roald Dahl,20448,272,https://www.goodreads.com/book/show/6689.James_and_the_Giant_Peach,4.02,429837.0
9586,20th,Cannery Row (Cannery Row #1),John Steinbeck,20429,275,https://www.goodreads.com/book/show/4799.Cannery_Row,4.05,123027.0
9587,20th,Gravity's Rainbow,Thomas Pynchon,20313,229,https://www.goodreads.com/book/show/415.Gravity_s_Rainbow,3.98,41249.0
9588,20th,I Know This Much Is True,Wally Lamb,20060,242,https://www.goodreads.com/book/show/227711.I_Know_This_Much_Is_True,4.2,300597.0
