,centries,titles,authors,scores,votes,website,average rating,times rated
5654,21st,"The Blood Puzzle (Redemption, #3)",Tom Paver,90,1,https://www.goodreads.com/book/show/15995394-the-blood-puzzle,3.67,6.0
5655,21st,"Awake at Dawn (Shadow Falls, #2)",C.C. Hunter,90,1,https://www.goodreads.com/book/show/10800916-awake-at-dawn,4.25,59865.0
5656,21st,The Greatest Trade Ever: The Behind-the-Scenes Story of How John Paulson Defied Wall Street and Made Financial History,Gregory Zuckerman,90,1,https://www.goodreads.com/book/show/6986632-the-greatest-trade-ever,4.05,6755.0
5658,21st,"Finding Abigail (Holiday, Montana, #3)",Carrie Ann Ryan,90,1,https://www.goodreads.com/book/show/16033880-finding-abigail,4.06,673.0
5659,21st,Ґудзик,Irene Rozdobudko,90,1,https://www.goodreads.com/book/show/15806000,3.85,314.0
5660,21st,If I Could Be Like Jennifer Taylor,Barbara Ehrentreu,90,1,https://www.goodreads.com/book/show/12680069-if-i-could-be-like-jennifer-taylor,4.56,34.0
5661,21st,Crossed: A Tale of the Fourth Crusade,Nicole Galland,90,1,https://www.goodreads.com/book/show/1143766.Crossed,3.62,347.0
5662,21st,"Envy (Luxe, #3)",Anna Godbersen,90,1,https://www.goodreads.com/book/show/3347892-envy,3.9,24801.0
5663,21st,Lost In Translation: Misadventures in English Abroad,Charlie Croker,90,1,https://www.goodreads.com/book/show/1337458.Lost_In_Translation,3.42,354.0
5664,21st,"The Redemption of Callie & Kayden (The Coincidence, #2)",Jessica Sorensen,90,1,https://www.goodreads.com/book/show/16718083-the-redemption-of-callie-kayden,4.09,49079.0
5665,21st,Why We Broke Up,Daniel Handler,90,1,https://www.goodreads.com/book/show/10798418-why-we-broke-up,3.48,57244.0
5666,21st,Killing Pablo: The Hunt for the World's Greatest Outlaw,Mark Bowden,90,1,https://www.goodreads.com/book/show/419083.Killing_Pablo,3.97,16572.0
5667,21st,"Messenger (The Giver, #3)",Lois Lowry,90,2,https://www.goodreads.com/book/show/12930.Messenger,3.91,125137.0
5668,21st,Oblivion: A Memoir,Héctor Abad Faciolince,90,1,https://www.goodreads.com/book/show/16059591-oblivion,4.39,12916.0
5669,21st,"Sea of Poppies (Ibis Trilogy, #1)",Amitav Ghosh,90,1,https://www.goodreads.com/book/show/1330324.Sea_of_Poppies,3.97,25079.0
5670,21st,"What Really Happened in Peru (The Bane Chronicles, #1)",Cassandra Clare,90,1,https://www.goodreads.com/book/show/17334079-what-really-happened-in-peru,3.74,26205.0
5671,21st,"The Cardturner: A Novel about a King, a Queen, and a Joker",Louis Sachar,90,1,https://www.goodreads.com/book/show/6783129-the-cardturner,3.83,9856.0
5672,21st,"Zeewater is zout, zeggen ze",Simone Lenaerts,90,1,https://www.goodreads.com/book/show/7240420-zeewater-is-zout-zeggen-ze,3.58,33.0
5674,21st,Staying Strong: 365 Days a Year,Demi Lovato,90,1,https://www.goodreads.com/book/show/18479831-staying-strong,3.91,10882.0
5675,21st,The Reluctant Reformer,Lynsay Sands,90,1,https://www.goodreads.com/book/show/39402.The_Reluctant_Reformer,3.87,2420.0
5676,21st,"Darke (Septimus Heap, #6)",Angie Sage,90,1,https://www.goodreads.com/book/show/7355137-darke,4.24,28001.0
5677,21st,The Ministry of Pain,Dubravka Ugrešić,90,2,https://www.goodreads.com/book/show/261423.The_Ministry_of_Pain,3.79,1591.0
5678,21st,"The Broken Kingdoms (Inheritance, #2)",N.K. Jemisin,90,1,https://www.goodreads.com/book/show/7904453-the-broken-kingdoms,4.12,30323.0
5679,21st,"Anybody Out There? (Walsh Family, #4)",Marian Keyes,90,1,https://www.goodreads.com/book/show/165030.Anybody_Out_There_,3.93,60325.0
5680,21st,Imperial Grunts: The American Military on the Ground,Robert D. Kaplan,90,1,https://www.goodreads.com/book/show/19577804-imperial-grunts,3.96,1641.0
5681,21st,A Primate's Memoir,Robert M. Sapolsky,90,1,https://www.goodreads.com/book/show/20667.A_Primate_s_Memoir,4.37,6950.0
5682,21st,Radiohead and Philosophy: Fitter Happier More Deductive,Brandon W. Forbes,90,1,https://www.goodreads.com/book/show/6335159-radiohead-and-philosophy,3.72,222.0
5683,21st,"Breaking Point (Shadow Warriors, #5)",Lindsay McKenna,90,1,https://www.goodreads.com/book/show/18371664-breaking-point,4.03,383.0
5684,21st,"Loving the Highlander (Highlander, #2)",Janet Chapman,90,2,https://www.goodreads.com/book/show/825822.Loving_the_Highlander,4.2,3658.0
5685,21st,"Sister Citizen: Shame, Stereotypes, and Black Women in America",Melissa V. Harris-Perry,90,1,https://www.goodreads.com/book/show/11099156-sister-citizen,4.26,3298.0
5686,21st,Devils in Exile,Chuck Hogan,90,1,https://www.goodreads.com/book/show/6646102-devils-in-exile,3.82,1159.0
5687,21st,"Um Milionário em Lisboa (Kaloust Sarkisian, #2)",José Rodrigues dos Santos,90,1,https://www.goodreads.com/book/show/18760496-um-milion-rio-em-lisboa,4.21,1863.0
5688,21st,"Nothing Lasts Forever;[And], Tell Me Your Dreams",Sidney Sheldon,90,1,https://www.goodreads.com/book/show/2576940-nothing-lasts-forever-and-tell-me-your-dreams,4.03,306.0
5689,21st,"Provenance (Rogue Angel, #11)",Alex Archer,90,1,https://www.goodreads.com/book/show/2371356.Provenance,3.72,626.0
5691,21st,Slow Violence and the Environmentalism of the Poor,Rob Nixon,90,1,https://www.goodreads.com/book/show/10429440-slow-violence-and-the-environmentalism-of-the-poor,4.37,497.0
5692,21st,"Revolution 2020: Love, Corruption, Ambition",Chetan Bhagat,90,1,https://www.goodreads.com/book/show/12615008-revolution-2020,3.1,60684.0
5693,21st,Wantin (Wantin #1),Truth Devour,90,1,https://www.goodreads.com/book/show/18285846-wantin,4.05,106.0
5694,21st,"Pandora's Star (Commonwealth Saga, #1)",Peter F. Hamilton,90,2,https://www.goodreads.com/book/show/45252.Pandora_s_Star,4.23,46084.0
5695,21st,Go Away Girl: A Parody,Luke Young,90,1,https://www.goodreads.com/book/show/23929340-go-away-girl,3.66,380.0
5696,21st,Broadchurch,Erin Kelly,90,1,https://www.goodreads.com/book/show/21047994-broadchurch,4.03,2602.0
5697,21st,Mata e Jaan Hai Tu / متاعِ جاں ہے تُو,Farhat Ishtiaq,90,1,https://www.goodreads.com/book/show/9776427-mata-e-jaan-hai-tu,4.05,576.0
5698,21st,The Appointment,Herta Müller,90,1,https://www.goodreads.com/book/show/2050213.The_Appointment,3.4,3437.0
5699,21st,"Marbles: Mania, Depression, Michelangelo, and Me",Ellen Forney,90,1,https://www.goodreads.com/book/show/13542990-marbles,3.99,14463.0
5700,21st,Scribbling the Cat: Travels with an African Soldier,Alexandra Fuller,90,1,https://www.goodreads.com/book/show/1345120.Scribbling_the_Cat,3.79,4821.0
5701,21st,"Return to the Whorl (The Book of the Short Sun, #3)",Gene Wolfe,90,1,https://www.goodreads.com/book/show/618260.Return_to_the_Whorl,4.31,1316.0
5702,21st,The Wild Places,Robert Macfarlane,90,1,https://www.goodreads.com/book/show/2688775-the-wild-places,4.26,4041.0
5703,21st,"Dreaming the Hound (Boudica, #3)",Manda Scott,90,1,https://www.goodreads.com/book/show/404828.Dreaming_the_Hound,4.38,1888.0
5704,21st,"Stolen Songbird (The Malediction Trilogy, #1)",Danielle L. Jensen,90,1,https://www.goodreads.com/book/show/19245069-stolen-songbird,3.91,26361.0
5705,21st,"Catch Me (Detective D.D. Warren, #6)",Lisa Gardner,90,2,https://www.goodreads.com/book/show/12603455-catch-me,4.2,35065.0
5706,21st,Soldier Girls: The Battles of Three Women at Home and at War,Helen Thorpe,90,1,https://www.goodreads.com/book/show/18775423-soldier-girls,3.82,2200.0
5707,21st,Franklin and Winston: An Intimate Portrait of an Epic Friendship,Jon Meacham,90,1,https://www.goodreads.com/book/show/147537.Franklin_and_Winston,4.13,7262.0
5708,21st,Millie's Fling,Jill Mansell,90,1,https://www.goodreads.com/book/show/42002.Millie_s_Fling,3.76,10511.0
5709,21st,Fairytales for Wilde Girls,Allyse Near,90,1,https://www.goodreads.com/book/show/16120434-fairytales-for-wilde-girls,4.17,1062.0
5710,21st,The Market Gardener: A Handbook for Successful Small-Scale Organic Farming,Jean-Martin Fortier,90,1,https://www.goodreads.com/book/show/18406251-the-market-gardener,4.5,1220.0
5711,21st,Repeat Offender: Sin City's Most Prolific Criminal and the Cop Who Caught Him,Bradley Nickell,90,1,https://www.goodreads.com/book/show/24871159-repeat-offender,4.14,163.0
5712,21st,"Crux (Nexus, #2)",Ramez Naam,90,1,https://www.goodreads.com/book/show/17162149-crux,4.13,9660.0
5713,21st,Uśmiech Pol Pota. o pewnej szwedzkiej podróży przez Kambodżę Czerwonych Khmerów,Peter Fröberg Idling,90,1,https://www.goodreads.com/book/show/10299693-u-miech-pol-pota-o-pewnej-szwedzkiej-podr-y-przez-kambod-czerwonych,3.85,840.0
5714,21st,"Pelagia and the Black Monk (Sister Pelagia Mysteries, #2)",Boris Akunin,90,1,https://www.goodreads.com/book/show/247925.Pelagia_and_the_Black_Monk,4.01,1694.0
5715,21st,"Mutated (Dead World, #4)",Joe McKinney,90,1,https://www.goodreads.com/book/show/13585519-mutated,3.92,1129.0
5716,21st,Goth Chic: A Connoisseur's Guide to Dark Culture,Gavin Baddeley,90,1,https://www.goodreads.com/book/show/645630.Goth_Chic,3.7,338.0
5717,21st,Boys Will Be Boys: The Glory Days and Party Nights of the Dallas Cowboys Dynasty,Jeff Pearlman,90,1,https://www.goodreads.com/book/show/3106266-boys-will-be-boys,4.07,7856.0
5718,21st,The Complaints (Malcolm Fox #1),Ian Rankin,90,1,https://www.goodreads.com/book/show/6713625-the-complaints,3.87,14064.0
5719,21st,The Shadow Factory: The Ultra-Secret NSA from 9/11 to the Eavesdropping on America,James Bamford,90,1,https://www.goodreads.com/book/show/2699739-the-shadow-factory,3.86,1575.0
5721,21st,"A Quiet Flame (Bernie Gunther, #5)",Philip Kerr,90,1,https://www.goodreads.com/book/show/7091882-a-quiet-flame,4.18,7053.0
5722,21st,Stories of Your Life and Others,Ted Chiang,90,2,https://www.goodreads.com/book/show/28503870-stories-of-your-life-and-others,4.25,83500.0
5723,21st,Doctor Who: Spare Parts,Marc Platt,90,1,https://www.goodreads.com/book/show/1039799.Doctor_Who,4.28,725.0
5724,21st,Medical Apartheid: The Dark History of Medical Experimentation on Black Americans from Colonial Times to the Present,Harriet A. Washington,90,1,https://www.goodreads.com/book/show/114192.Medical_Apartheid,4.4,6660.0
5725,21st,"Patience, Princess Catherine (Young Royals, #4)",Carolyn Meyer,90,1,https://www.goodreads.com/book/show/36336.Patience_Princess_Catherine,3.79,2576.0
5726,21st,"Toll the Hounds (Malazan Book of the Fallen, #8)",Steven Erikson,90,1,https://www.goodreads.com/book/show/938544.Toll_the_Hounds,4.36,29044.0
5727,21st,"Half the World (Shattered Sea, #2)",Joe Abercrombie,90,1,https://www.goodreads.com/book/show/22454302-half-the-world,4.2,33997.0
5728,21st,Dear Mr. Knightley,Katherine Reay,90,1,https://www.goodreads.com/book/show/17657649-dear-mr-knightley,3.94,15015.0
5729,21st,Trigger Warning: Short Fictions and Disturbances,Neil Gaiman,90,1,https://www.goodreads.com/book/show/22500627-trigger-warning,3.92,57200.0
5730,21st,Eve of a Hundred Midnights: The Star-Crossed Love Story of Two WWII Correspondents and their Epic Escape Across the Pacific,Bill Lascher,90,2,https://www.goodreads.com/book/show/27064368-eve-of-a-hundred-midnights,3.85,735.0
5731,21st,Wings of a Sparrow,Dougie Brimson,90,1,https://www.goodreads.com/book/show/16190473-wings-of-a-sparrow,4.18,93.0
5732,21st,Leite Derramado,Chico Buarque,90,1,https://www.goodreads.com/book/show/6365525-leite-derramado,3.74,2669.0
5733,21st,"The Wild Beasts of Wuhan (Ava Lee, #3)",Ian Hamilton,90,1,https://www.goodreads.com/book/show/13091513-the-wild-beasts-of-wuhan,3.87,1391.0
5734,21st,This Song Will Save Your Life,Leila Sales,90,1,https://www.goodreads.com/book/show/15777621-this-song-will-save-your-life,3.91,26272.0
5736,21st,David Attenborough's Life on Air: Memoirs of a Broadcaster,David Attenborough,90,1,https://www.goodreads.com/book/show/413681.David_Attenborough_s_Life_on_Air,4.42,3722.0
5737,21st,Exit West,Mohsin Hamid,90,1,https://www.goodreads.com/book/show/30688435-exit-west,3.77,122769.0
5739,21st,Little Black Book of Stories,A.S. Byatt,90,2,https://www.goodreads.com/book/show/86890.Little_Black_Book_of_Stories,3.8,2594.0
5740,21st,"Fugitives (Escape from Furnace, #4)",Alexander Gordon Smith,90,2,https://www.goodreads.com/book/show/9975400-fugitives,4.22,4596.0
5741,21st,Tyndale Bible Dictionary,Walter A. Elwell,90,1,https://www.goodreads.com/book/show/2655755-tyndale-bible-dictionary,4.14,7.0
5742,21st,"Dead Over Heels (Aurora Teagarden, #5)",Charlaine Harris,90,1,https://www.goodreads.com/book/show/140089.Dead_Over_Heels,3.8,16399.0
5743,21st,"Talking as Fast as I Can: From Gilmore Girls to Gilmore Girls, and Everything in Between",Lauren Graham,90,1,https://www.goodreads.com/book/show/30253864-talking-as-fast-as-i-can,3.95,111294.0
5744,21st,Pacific: The Ocean of the Future,Simon Winchester,90,1,https://www.goodreads.com/book/show/25816988-pacific,4.02,3300.0
5745,21st,"A Column of Fire (Kingsbridge, #3)",Ken Follett,90,1,https://www.goodreads.com/book/show/33571713-a-column-of-fire,4.22,89420.0
5746,21st,"Girls in Pants: The Third Summer of the Sisterhood (Sisterhood, #3)",Ann Brashares,90,1,https://www.goodreads.com/book/show/5452.Girls_in_Pants,3.83,76664.0
5747,21st,"Fool's Quest (The Fitz and The Fool, #2)",Robin Hobb,90,1,https://www.goodreads.com/book/show/40610956-fool-s-quest,4.52,35650.0
5748,21st,Dodgers,Bill Beverly,90,1,https://www.goodreads.com/book/show/25893698-dodgers,3.87,5819.0
5749,21st,Saving Amelie,Cathy Gohlke,90,1,https://www.goodreads.com/book/show/19150927-saving-amelie,4.24,2826.0
5750,21st,Shell Shaker,LeAnne Howe,90,1,https://www.goodreads.com/book/show/589778.Shell_Shaker,3.79,627.0
5751,21st,Home Fire,Kamila Shamsie,90,1,https://www.goodreads.com/book/show/33621427-home-fire,4.05,57022.0
5752,21st,"The Vanishing Stair (Truly Devious, #2)",Maureen Johnson,90,1,https://www.goodreads.com/book/show/39893545-the-vanishing-stair,4.21,60233.0
5753,21st,Night Theater,Vikram Paralkar,90,1,https://www.goodreads.com/book/show/52905796-night-theater,3.67,2158.0
5754,21st,The Wife Between Us,Greer Hendricks,90,1,https://www.goodreads.com/book/show/34189556-the-wife-between-us,3.85,294909.0
5755,21st,"Dom Wars: Round Four (Dom Wars, #4)",Lucian Bane,90,1,https://www.goodreads.com/book/show/22060845-dom-wars,4.32,1001.0
5756,21st,Originals: How Non-Conformists Move the World,Adam M. Grant,90,1,https://www.goodreads.com/book/show/25614523-originals,3.95,45638.0
5757,21st,"The Bands of Mourning (Mistborn, #6)",Brandon Sanderson,90,1,https://www.goodreads.com/book/show/18739426-the-bands-of-mourning,4.42,95349.0
5758,21st,Wish,Barbara O'Connor,90,1,https://www.goodreads.com/book/show/27414384-wish,4.33,11872.0
5759,21st,"Hogwarts: An Incomplete and Unreliable Guide (Pottermore Presents, #3)",J.K. Rowling,90,1,https://www.goodreads.com/book/show/31538647-hogwarts,4.2,29747.0
5760,21st,"Paranormal Puppet Show (The Invisible Detective, #1)",Justin Richards,90,1,https://www.goodreads.com/book/show/1015809.Paranormal_Puppet_Show,3.94,86.0
5761,21st,The Lost World of Scripture: Ancient Literary Culture and Biblical Authority,John H. Walton,90,1,https://www.goodreads.com/book/show/17861712-the-lost-world-of-scripture,4.3,237.0
5762,21st,"Children of Blood and Bone (Legacy of Orïsha, #1)",Tomi Adeyemi,90,1,https://www.goodreads.com/book/show/34728667-children-of-blood-and-bone,4.1,198251.0
5763,21st,Last Train to Istanbul,Ayşe Kulin,90,1,https://www.goodreads.com/book/show/17779550-last-train-to-istanbul,3.87,25928.0
5764,21st,"House of Many Ways (Howl's Moving Castle, #3)",Diana Wynne Jones,90,1,https://www.goodreads.com/book/show/2173611.House_of_Many_Ways,4.06,33532.0
5765,21st,"Heartstopper: Volume One (Heartstopper, #1)",Alice Oseman,90,1,https://www.goodreads.com/book/show/42192440-heartstopper,4.54,316505.0
5766,21st,"A Memory Called Empire (Teixcalaan, #1)",Arkady Martine,90,1,https://www.goodreads.com/book/show/39863238-a-memory-called-empire,4.14,37452.0
5767,21st,"Le visionarie. Fantascienza, fantasy e femminismo: un'antologia",Ann VanderMeer,90,1,https://www.goodreads.com/book/show/38484700-le-visionarie-fantascienza-fantasy-e-femminismo,4.12,1098.0
5768,21st,"Flashback (Keeper of the Lost Cities, #7)",Shannon Messenger,90,1,https://www.goodreads.com/book/show/32762937-flashback,4.4,18565.0
5769,21st,"The Unbeatable Squirrel Girl, Vol. 2: Squirrel You Know It's True",Ryan North,90,1,https://www.goodreads.com/book/show/25066772-the-unbeatable-squirrel-girl-vol-2,4.13,7078.0
5770,21st,The Boy Who Made Everyone Laugh,Helen Rutter,90,1,https://www.goodreads.com/book/show/58018014-the-boy-who-made-everyone-laugh,4.39,456.0
5771,21st,Ten Years in the Tub: A Decade Soaking in Great Books,Nick Hornby,90,1,https://www.goodreads.com/book/show/21944945-ten-years-in-the-tub,4.05,1322.0
5772,21st,The Lost Planet (Chase Garrety #1),Rachel Searles,90,1,https://www.goodreads.com/book/show/17454743-the-lost-planet,4.11,1083.0
5773,21st,Conspiracy of Fools,Kurt Eichenwald,89,1,https://www.goodreads.com/book/show/29519.Conspiracy_of_Fools,4.16,6090.0
5774,21st,A Year in the Life of William Shakespeare: 1599,James Shapiro,89,1,https://www.goodreads.com/book/show/8862.A_Year_in_the_Life_of_William_Shakespeare,4.08,3383.0
5775,21st,The Margarets,Sheri S. Tepper,89,1,https://www.goodreads.com/book/show/89582.The_Margarets,3.87,1646.0
5776,21st,My Friend Leonard,James Frey,89,1,https://www.goodreads.com/book/show/6520.My_Friend_Leonard,3.85,43718.0
5777,21st,From A to X: A Story in Letters,John Berger,89,1,https://www.goodreads.com/book/show/3372151-from-a-to-x,3.84,1313.0
5778,21st,Escape,Carolyn Jessop,89,1,https://www.goodreads.com/book/show/818811.Escape,3.95,42518.0
5779,21st,"Sorcha de Mallaig (Mallaig, #3)",Diane Lacombe,89,1,https://www.goodreads.com/book/show/6405203-sorcha-de-mallaig,3.82,141.0
5780,21st,Fearless,Tim Lott,89,1,https://www.goodreads.com/book/show/1206359.Fearless,3.84,1273.0
5781,21st,Rock and Roll Will Save Your Life: A Book by and for the Fanatics Among Us,Steve Almond,89,1,https://www.goodreads.com/book/show/6933118-rock-and-roll-will-save-your-life,3.65,1080.0
5782,21st,The Black Dagger Brotherhood: An Insider's Guide,J.R. Ward,89,1,https://www.goodreads.com/book/show/2880715-the-black-dagger-brotherhood,4.32,29993.0
5783,21st,Good Masters! Sweet Ladies!: Voices from a Medieval Village,Laura Amy Schlitz,89,1,https://www.goodreads.com/book/show/607931.Good_Masters_Sweet_Ladies_,3.66,8158.0
5784,21st,Postcard Killers,James Patterson,89,1,https://www.goodreads.com/book/show/8721755-postcard-killers,3.81,26962.0
5785,21st,"The Swords of Night and Day (The Drenai Saga, #11)",David Gemmell,89,1,https://www.goodreads.com/book/show/19298.The_Swords_of_Night_and_Day,4.33,8669.0
5786,21st,"Song of the Unicorns (Avalon: Web of Magic, #7)",Rachel Roberts,89,1,https://www.goodreads.com/book/show/499261.Song_of_the_Unicorns,4.18,994.0
5787,21st,Shug,Jenny Han,89,1,https://www.goodreads.com/book/show/259068.Shug,3.99,10976.0
5788,21st,My Horizontal Life: A Collection of One-Night Stands,Chelsea Handler,89,1,https://www.goodreads.com/book/show/35982.My_Horizontal_Life,3.78,107500.0
5789,21st,Batman: Dark Victory,Jeph Loeb,89,1,https://www.goodreads.com/book/show/106076.Batman,4.14,30085.0
5790,21st,"Where He Belongs (Belonging, #0.5)",Rachel Haimowitz,89,1,https://www.goodreads.com/book/show/11277975-where-he-belongs,3.57,241.0
5791,21st,"Hidden Prey (Lucas Davenport, #15)",John Sandford,89,1,https://www.goodreads.com/book/show/888927.Hidden_Prey,4.11,16734.0
5792,21st,Daughter of Venice,Donna Jo Napoli,89,1,https://www.goodreads.com/book/show/668730.Daughter_of_Venice,3.72,3089.0
5793,21st,State of the Union,Douglas Kennedy,89,1,https://www.goodreads.com/book/show/169794.State_of_the_Union,3.8,2742.0
5794,21st,The Garbage King,Elizabeth Laird,89,2,https://www.goodreads.com/book/show/823796.The_Garbage_King,3.99,1230.0
5795,21st,"The Secret Speech (Leo Demidov, #2)",Tom Rob Smith,89,2,https://www.goodreads.com/book/show/6045456-the-secret-speech,3.8,17512.0
5796,21st,"The Ultimates, Volume 1: Super-Human",Mark Millar,89,1,https://www.goodreads.com/book/show/844355.The_Ultimates_Volume_1,4.09,8902.0
5797,21st,Kitty and the Midnight Hour (Kitty Norville #1),Carrie Vaughn,89,1,https://www.goodreads.com/book/show/14461.Kitty_and_the_Midnight_Hour,3.68,32674.0
5798,21st,"The Book of Deacon (The Book of Deacon, #1)",Joseph R. Lallo,89,1,https://www.goodreads.com/book/show/8616554-the-book-of-deacon,3.85,10011.0
5799,21st,Roof of the Rockies: A History of Colorado Mountaineering,William M. Bueler,89,1,https://www.goodreads.com/book/show/5006047-roof-of-the-rockies,3.93,28.0
5800,21st,"Things Not Seen (Things, #1)",Andrew Clements,89,1,https://www.goodreads.com/book/show/542752.Things_Not_Seen,3.89,25490.0
5801,21st,Red Mandarin Dress (Inspector Chen Cao #5),Qiu Xiaolong,89,1,https://www.goodreads.com/book/show/1145989.Red_Mandarin_Dress,3.78,1685.0
5802,21st,Jennifer Government,Max Barry,89,1,https://www.goodreads.com/book/show/33356.Jennifer_Government,3.66,14097.0
5803,21st,Maine,J. Courtney Sullivan,89,1,https://www.goodreads.com/book/show/9923372-maine,3.39,33775.0
5804,21st,Days of War Nights of Love: Crimethink for Beginners,Frederick Markatos Dixon,89,1,https://www.goodreads.com/book/show/90416.Days_of_War_Nights_of_Love,3.8,2337.0
5805,21st,Patrick: Son of Ireland,Stephen R. Lawhead,89,1,https://www.goodreads.com/book/show/73929.Patrick,3.98,2376.0
5806,21st,"Runelight (Runemarks, #2)",Joanne Harris,89,1,https://www.goodreads.com/book/show/16242422-runelight,3.84,1862.0
5807,21st,Som jag vill vara,Katarina von Bredow,89,1,https://www.goodreads.com/book/show/8889681-som-jag-vill-vara,3.5,800.0
5808,21st,"Trinity Bound (Redwood Pack, #2)",Carrie Ann Ryan,89,1,https://www.goodreads.com/book/show/13280482-trinity-bound,4.08,2261.0
5809,21st,Щоденник страченої,Maria Matios,89,1,https://www.goodreads.com/book/show/12566857,3.45,110.0
5810,21st,"Down to You (The Bad Boys, #1)",Michelle Leighton,89,1,https://www.goodreads.com/book/show/16001893-down-to-you,4.04,66088.0
5811,21st,Shakespeare vs. Lovecraft: A Horror Comedy Mash-Up featuring Shakespeare's Characters and Lovecraft's Creatures,D.R. O'Brien,89,1,https://www.goodreads.com/book/show/14040892-shakespeare-vs-lovecraft,3.54,71.0
5812,21st,Revenge of the Rose,Nicole Galland,89,1,https://www.goodreads.com/book/show/594583.Revenge_of_the_Rose,3.75,617.0
5813,21st,"Splendor (Luxe, #4)",Anna Godbersen,89,1,https://www.goodreads.com/book/show/6239873-splendor,3.84,19921.0
5814,21st,"Lost Covenant (Widdershins Adventures, #3)",Ari Marmell,89,1,https://www.goodreads.com/book/show/17568822-lost-covenant,3.81,857.0
5815,21st,The Douglas Notebooks,Christine Eddie,89,1,https://www.goodreads.com/book/show/17060558-the-douglas-notebooks,3.92,259.0
5816,21st,The Legacy (The Declaration #3),Gemma Malley,89,2,https://www.goodreads.com/book/show/8807684-the-legacy,3.81,4469.0
5817,21st,The Bride Collector,Ted Dekker,89,1,https://www.goodreads.com/book/show/6884938-the-bride-collector,3.84,11191.0
5818,21st,"Consent to Kill (Mitch Rapp, #8)",Vince Flynn,89,1,https://www.goodreads.com/book/show/154424.Consent_to_Kill,4.38,46502.0
5819,21st,Spinnenverdriet,Simone Lenaerts,89,1,https://www.goodreads.com/book/show/7538087-spinnenverdriet,3.44,27.0
5821,21st,What She Wants,Lynsay Sands,89,1,https://www.goodreads.com/book/show/1422261.What_She_Wants,3.96,1909.0
5822,21st,"The Ecstasy of Influence: Nonfictions, Etc.",Jonathan Lethem,89,1,https://www.goodreads.com/book/show/10770576-the-ecstasy-of-influence,3.62,1092.0
5823,21st,"Chosen (The Lost Books, #1)",Ted Dekker,89,1,https://www.goodreads.com/book/show/1620913.Chosen,3.9,9594.0
5824,21st,Lucky Star,Cathy Cassidy,89,1,https://www.goodreads.com/book/show/1239699.Lucky_Star,3.93,4447.0
5825,21st,"Bumped (Bumped, #1)",Megan McCafferty,89,1,https://www.goodreads.com/book/show/8517207-bumped,3.12,13026.0
5826,21st,"Protector of the Small (Protector of the Small, #1-4)",Tamora Pierce,89,1,https://www.goodreads.com/book/show/153789.Protector_of_the_Small,4.53,9890.0
5827,21st,"Heartless (Parasol Protectorate, #4)",Gail Carriger,89,1,https://www.goodreads.com/book/show/10339860-heartless,4.05,34044.0
5828,21st,"Empire in Black and Gold (Shadows of the Apt, #1)",Adrian Tchaikovsky,89,1,https://www.goodreads.com/book/show/3437309-empire-in-black-and-gold,3.71,9585.0
5829,21st,The Unwinding: An Inner History of the New America,George Packer,89,1,https://www.goodreads.com/book/show/17139513-the-unwinding,4.13,11623.0
5830,21st,"The Breaking Point: Hemingway, Dos Passos, and the Murder of José Robles",Stephen Koch,89,1,https://www.goodreads.com/book/show/108217.The_Breaking_Point,3.95,116.0
5831,21st,Drinking Coffee Elsewhere,Z.Z. Packer,89,1,https://www.goodreads.com/book/show/529172.Drinking_Coffee_Elsewhere,3.87,6821.0
5832,21st,The Mapmaker's Wife,Robert Whitaker,89,1,https://www.goodreads.com/book/show/1407126.The_Mapmaker_s_Wife,3.62,1548.0
5833,21st,Sexual Healing,Jill Nelson,89,1,https://www.goodreads.com/book/show/1777138.Sexual_Healing,3.67,195.0
5834,21st,The Aircraft Book: The Definitive Visual History,Philip Whiteman,89,1,https://www.goodreads.com/book/show/17586622-the-aircraft-book,4.27,55.0
5835,21st,The Devil's Banker,Christopher Reich,89,1,https://www.goodreads.com/book/show/422831.The_Devil_s_Banker,3.71,1239.0
5836,21st,The Rose Petal Beach,Dorothy Koomson,89,1,https://www.goodreads.com/book/show/17689947-the-rose-petal-beach,4.03,8130.0
5837,21st,Sidney Sheldon's The Tides of Memory,Tilly Bagshawe,89,1,https://www.goodreads.com/book/show/15818163-sidney-sheldon-s-the-tides-of-memory,3.87,5629.0
5838,21st,"The Soul Stealer (Rogue Angel, #12)",Alex Archer,89,1,https://www.goodreads.com/book/show/2371357.The_Soul_Stealer,3.65,607.0
5839,21st,Filling the Afterlife from the Underworld: Volume 1,C.S. Woolley,89,1,https://www.goodreads.com/book/show/17883628-filling-the-afterlife-from-the-underworld,4.33,6.0
5840,21st,"Language for a New Century: Contemporary Poetry from the Middle East, Asia, and Beyond",Tina Chang,89,1,https://www.goodreads.com/book/show/2253778.Language_for_a_New_Century,4.29,128.0
5841,21st,Pope Francis: Untying the Knots,Paul Vallely,89,1,https://www.goodreads.com/book/show/17977697-pope-francis,4.07,255.0
5842,21st,The Secret History of Science Fiction,James Patrick Kelly,89,1,https://www.goodreads.com/book/show/6458631-the-secret-history-of-science-fiction,3.72,218.0
5843,21st,Friends With Partial Benefits,Luke Young,89,1,https://www.goodreads.com/book/show/16137548-friends-with-partial-benefits,3.37,6716.0
5844,21st,"The Preacher (Patrik Hedström, #2)",Camilla Läckberg,89,1,https://www.goodreads.com/book/show/9606002-the-preacher,3.81,37491.0
